,id,text
0,8153,"  The FAM71E2 gene is located on the minus strand of chromosome 9 at position 13.42, spanning from 55,354,908 to 55,363,252 base pairs. It has 11 exons and is 8,353 base pairs long. The gene is primarily conserved in mammals and two reptile species."
0,8154,"  Vildagliptin is an oral anti-diabetic drug that belongs to the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It works by inhibiting the inactivation of GLP-1 and GIP, allowing them to potentiate insulin secretion and suppress glucagon release."
0,8155,"  The electropolishing process occurs when a current passes from the anode (the workpiece) to the cathode, causing metal on the surface to oxidize and dissolve in the electrolyte. The process is typically used with concentrated acid solutions and can be subject to incorrect analysis when measuring surface topography."
0,8156," Arsenite anions are a key component of arsenite minerals. These anions are formed when arsenic combines with oxygen, resulting in a complex structure. The most common arsenite anion is the AsO33− anion, which is found in minerals such as reinerite and leiteite. Unique diarsenite anions are also present in minerals like paulmooreite and ludlockite."
0,8157,"  PEAPv1/EAP-GTC was created by Cisco to provide interoperability with existing token card and directory-based authentication systems via a protected channel. However, it has limited adoption due to lack of support from Microsoft and no promotion from Cisco."
0,8158,"  In humans, MSH increases in response to ultraviolet light, pregnancy, and certain medical conditions. It causes darker skin and is involved in the regulation of sexual arousal. MSH also plays a role in the development of hyperpigmentation in certain conditions, such as Cushing's disease and Addison's disease."
0,8159,"  Psychoanalytic theory views neurosis as rooted in ego defense mechanisms, which are a normal way of developing and maintaining a consistent sense of self. However, neurotic tendencies are those that produce difficulties in one's life, such as anxiety, depression, and obsessive-compulsive disorder."
0,8160," Switching Noise Jitter (SNJ) is a newly discovered component of noise in electronic systems using DC-DC conversion. It is characterized by the aggregation of variability of noise events in the time-domain on the supply bias of an electronic system. SNJ can introduce random errors in analog to digital conversion, affecting both data integrity and system performance in digital communications and location-based services."
0,8161," DecaBDE has been listed in Annex A to the Stockholm Convention, which aims to eliminate or restrict the production and use of persistent organic pollutants. The United Nations Environment Programme (UNEP) is reviewing decaBDE to determine whether it should be listed as a Persistent Organic Pollutant (POP) under the Stockholm Convention."
0,8162,"  Depurination has been shown to play a major role in cancer initiation, although the exact mechanisms are not yet fully understood. It is believed that depurination can lead to mutations and genetic instability, which can contribute to the development of cancer."
0,8163,"Delta-8-tetrahydrocannabinol (Δ8-THC) is a psychoactive cannabinoid found in the Cannabis plant. It is an isomer of delta-9-tetrahydrocannabinol (Δ9-THC), the compound commonly known as THC. Δ8-THC is under preliminary research for its biological properties."
0,8164,"  Estradiol glucuronide is transported into prostate gland, testis, and breast cells by OATP1A2, OATP1B1, and other transporters, and is eliminated from cells by ABC transporters and other transporters."
0,8165,"  While RSC and SWI/SNF are considered homologous, they have distinct roles in chromatin remodeling. RSC is required for mitotic cell division and is more common than SWI/SNF, which has a different function and is less abundant."
0,8166,"  Azulene was first discovered in the 15th century as the azure-blue chromophore obtained by steam distillation of German chamomile. The chromophore was later found in yarrow and wormwood, and its structure was first reported by Lavoslav Ružička. Its organic synthesis was achieved in 1937 by Placidus Plattner."
0,8167,"  The convex hull of two cantellated 5-cells in opposite positions is a nonuniform polychoron composed of 100 cells, including 70 octahedra, 30 tetrahedra, and 60 vertices."
0,8168,"The regulation of prohormones and AAS differs between the United States and Europe. In the US, the Anabolic Steroid Control Act of 2004 regulates the production and sale of AAS and some prohormones. In Europe, each country has its own regulations concerning substances with medicinal properties, and there is no equivalent law targeting athlete supplementation."
0,8169," One of the key challenges in transmitarray design is the trade-off between gain and loss. Future research directions include the development of low-cost, high-efficiency transmitarrays, as well as the integration of transmitarrays with other technologies, such as phased arrays and metamaterials."
0,8170,"  Taxifolin, a flavonoid, has been found to have anti-proliferative effects on many types of cancer cells, inhibit cancer cell lipogenesis, and stimulate fibril formation and promote stabilization of fibrillar forms of collagen. It also shows promising pharmacological activities in the management of inflammation, tumors, microbial infections, oxidative stress, cardiovascular, and liver disorders."
0,8171,"  The metabolism of glycerophospholipids is complex and involves several steps, including the addition or transfer of fatty acid chains to the glycerol backbone, the synthesis of phosphatidic acid and polar head groups, and the Kennedy pathway. The metabolism of glycerophospholipids is different in eukaryotes, tumor cells, and prokaryotes, and is important for the synthesis of phosphatidylcholine and other glycerophospholipids."
0,8172," PCK2 gene encodes the mitochondrial form of PCK, sharing 68% homology with PCK1 in DNA sequence and 70% homology in amino acid sequence. It has ten exons and nine introns, with the largest intron spanning 2.5 kb."
0,8173,"  PNGase F has a molecular weight of 35,500 and consists of a polypeptide chain of 314 amino acids. It has an optimal pH for enzyme activity of 8.6 and maintains 60% activity from pH 6.0 to pH 9.5."
0,8174,"  The Euler characteristic, used to characterise polyhedra, does not generalize usefully to higher dimensions. Instead, the Betti numbers are used to define the topology of a 9-polytope. Torsion coefficients are also used to characterise the surface twistings of toroidal polytopes."
0,8175,"  This enzyme catalyzes the condensation of L-serine and an acyl-CoA thioester to form 3-ketodihydrosphingosine, a key step in the biosynthesis of sphingosine and other sphingolipids."
0,8176,"  In scanning tunneling microscopy, Fermi's golden rule is used to derive the tunneling current. The formula involves the tunneling matrix element and the density of states at the Fermi level."
0,8177," RTLinux real-time tasks are implemented as kernel modules that have direct access to the hardware and do not use virtual memory. Real-time tasks can be created with specific deadlines, periods, and release-time constraints. Threads can also be created with specific priorities, allowing for preemption of lower priority threads."
0,8178," Skin grafting carries various risks and complications, including bleeding, infection, loss of grafted skin, nerve damage, and graft-versus-host disease. Rejection may occur in xenografts, and long-term immunosuppressant drugs may be needed to prevent rejection."
0,8179,"  Cortisone reductase deficiency is caused by dysregulation of the 11β-hydroxysteroid dehydrogenase type 1 enzyme, leading to an elevated level of inert cortisone and a decreased level of active cortisol in adipose tissue."
0,8180,"  The rectified 24-cell is a uniform 4-dimensional polytope composed of 48 cells: 24 cubes and 24 cuboctahedra. It can be obtained by rectifying the 24-cell, reducing its octahedral cells to cubes and cuboctahedra."
0,8181,"  Some examples of hyperthermophiles include archaeons such as Strain 121, Pyrolobus fumarii, and Methanopyrus kandleri, as well as gram-negative bacteria such as Aquifex aeolicus and Geothermobacterium ferrireducens."
0,8182,"  Human queuine requirements are not well understood, and the prevalence of queuine deficiency in humans is unknown. However, queuine deficiency has been linked to impaired protein folding and function, and its importance in human health is an area of ongoing research."
0,8183,"  Berlekamp's root finding algorithm, also known as the Berlekamp-Rabin algorithm, is a probabilistic method for finding roots of polynomials over a field. It was discovered by Elwyn Berlekamp in 1970 and later modified by Michael Rabin in 1979."
0,8184,"  The mushroom has 2- and 4-spored basidia, and pleurocystidia are absent. The cheilocystidia are 18-35 x 4.5-7.5 µm, langeniform, and with a thin neck, sometimes forked, 1-2.5 µm broad at apices."
0,8185,"  Subnormal numbers are a subset of denormalized numbers that fill the underflow gap around zero in floating-point arithmetic. They are used to provide gradual underflow, allowing calculations to lose precision slowly when the result is small."
0,8186,"  The Canon EF-S 18-135mm f/3.5-5.6 IS USM lens was announced on 17 February 2016, featuring a new Nano USM and the ability to connect the Power Zoom Adapter PZ-E1 for soft zooming in video."
0,8187,"  Due to its remote location, the distance and luminosity of RY Sagittarii were difficult to calculate. However, estimates suggest it is around 2,000 parsecs away from Earth, with an effective temperature of 7,250 K and a size of approximately 100 times that of the Sun."
0,8188,"  Nitroxyl can be detected in biological samples using fluorescent sensors, which are based on the reduction of copper(II) to copper(I) with a concomitant increase in fluorescence."
0,8189,"  The Schwinger limit is a scale above which the electromagnetic field is expected to become nonlinear, derived by Fritz Sauter, Werner Heisenberg, and Hans Heinrich Euler. The limit is typically reported as a maximum electric or magnetic field before nonlinearity for the vacuum."
0,8190,"  Treatment of sprains typically involves conservative measures such as RICE (rest, ice, compression, elevation) and physical therapy to restore range of motion and strength. In severe cases, surgery may be necessary to repair torn ligaments."
0,8191,"  Autoionization is a process in which a solvent ionizes to form ions, such as the solvonium ion and the solvate ion. In some solvents, such as liquid ammonia, the limiting acid is the ammonium ion, while in others, such as sulfur dioxide, the solvent does not autoionize."
0,8192,"  Gutta Percha has several drawbacks, including lack of sealability, no adhesion to dentine, and bacterial degradation. The lack of sealability allows microorganisms to enter the root canal, leading to retreatment, and the bacterial degradation of Gutta Percha can cause the formation of a gap between the dentinal wall and the material."
0,8193,"  Every infinite sequence of real numbers has an infinite monotone subsequence, and every infinite bounded sequence in  has a convergent subsequence. Additionally, every finite sequence of length at least  contains a monotonically increasing subsequence of length  and a monotonically decreasing subsequence of length."
0,8194,"  Phosphotungstic acid is a heteropoly acid with the chemical formula H3PW12O40.nH2O. It is odorless and soluble in water, but decomposes as the pH is increased. The compound has a step-wise decomposition, with different species forming at various pH values."
0,8195,"  A CO-oximeter is a device that measures the oxygen-carrying state of hemoglobin in a blood specimen, including oxygen-carrying hemoglobin, non-oxygen-carrying hemoglobin, and dyshemoglobins such as carboxyhemoglobin and methemoglobin."
0,8196," The LCP array has several applications in string processing, including simulating top-down and bottom-up traversals of the suffix tree, speeding up pattern matching, and solving the longest repeated substring problem. It can also be used to construct the suffix tree and answer LCP queries for arbitrary suffixes."
0,8197,"  GiTx1 is a positively charged protein consisting of 29 amino acids, with a molecular weight of 3585 Da. It contains three sulfide bridges and six cysteine residues, forming an inhibitory cystine knot motif. This structure allows GiTx1 to interact with voltage-gated ion channels, blocking both sodium and potassium channels."
0,8198,"  Breast cancer is a hormone-sensitive cancer that is dependent on estrogen and progesterone for growth. The main hormones involved in breast cancer are estrogen and progesterone, and treatments include blocking the synthesis or action of these hormones."
0,8199," RuBisCo has been a target for bioengineers seeking to improve crop yields. Decreasing the oxygenation of RuBP may result in increased efficiency of carbon assimilation in crops such as rice or wheat, leading to increased net biomass production. Attempts have been made to artificially alter the protein structure of RuBisCo to enhance its catalytic turnover rate."
0,8200,"  Erucic acid is produced naturally in green plants, but industrial production uses rapeseed. The EU and US have regulations in place for the maximum amount of erucic acid allowed in food-grade rapeseed oil, with a special focus on infant food."
0,8201,"  Silicon dioxide, used as a gate oxide material, has limitations. As devices decrease in size, leakage currents increase, leading to high power consumption and reduced device reliability. Replacing silicon dioxide with a high-κ material solves this issue."
0,8202, Isomaltulose is a natural carbohydrate that is found in honey and sugarcane extracts. It is manufactured through enzymatic rearrangement of sucrose from beet sugar. Isomaltulose is a healthy alternative to sugar as it is low in calories and does not contribute to tooth decay or other oral health problems.
0,8203," 1-LysoPC can convert to the structurally similar 2-lysoPC through isomerization, which occurs rapidly under physiological conditions. The rate of isomerization is pH-dependent, with the lowest rate at pH 4-5."
0,8204,"  GABRB2 is regulated by epigenetic mechanisms, including methylation and imprinting, and its expression can be modulated by various factors, including calmodulin-dependent protein kinase II and N-glycosylation. The beta-2 subunit-containing GABAA receptors are more sensitive to GABA, and the gene has been identified as a target for various therapeutic agents, including anticonvulsants, anesthetics, and cannabinoids."
0,8205," A barrier option is a type of exotic option whose payoff is conditional upon the underlying asset's price breaching a barrier level during the option's lifetime. There are four main types of barrier options: up-and-out, down-and-out, up-and-in, and down-and-in."
0,8206,"  According to a table of frequencies by ethnic group, haplogroup M8 is found at varying frequencies among different ethnic groups. For example, it is found at 5.0% in Northern Han Chinese from Liaoning, 28.2% in Even from Kamchatka, and 16/317 = 5.0% in Yakut."
0,8207,"  Mutations in the GCDH gene can lead to defects in the enzyme, resulting in the formation and accumulation of metabolites glutaric acid and 3-hydroxyglutaric acid, and glutarylcarnitine in body fluids. This leads to glutaric aciduria type I, an autosomal recessive metabolic disorder characterized by symptoms such as macrocephaly, encephalitis-like crises, and seizures."
0,8208,"  Particles that do not contain quarks, such as leptons, vector bosons, and the Higgs boson, have a baryon number of zero. These particles are not subject to the conservation of baryon number."
0,8209,"  As virtualization became more widespread, the need for a storage solution that could manage storage in virtual environments became apparent. General-purpose storage systems were not designed to handle the unique requirements of virtualized environments, leading to complexity and inefficiency."
0,8210,"Low-carbohydrate diets have a long history, dating back to the 19th century. The diets were originally developed as a treatment for diabetes, but they have since become popular as a weight loss diet. The diets have been promoted by various celebrities and dietitians, but there is no conclusive evidence that they are effective or safe."
0,8211,"  Microlives are calculated based on the daily proportional effect of a risk factor on expected length of life. For small hazard ratios, the change in life expectancy is roughly linear, making it possible to estimate microlives."
0,8212,"  Ether lipids have been implicated in various diseases, including leishmaniasis, a tropical disease caused by a protozoal parasite. Synthetic ether lipid analogs have also been developed as treatments for certain diseases, including leishmaniasis."
0,8213,"  E2-EN/DHPA is the most widely used combined injectable contraceptive in Latin America, with an estimated 1 million women using it in 1995. However, combined injectable contraceptives like E2-EN/DHPA are unlikely to constitute a large proportion of contraceptive use in the countries in which they are available."
0,8214,"  One may be interested not only in whether a Turing machine is total, but also in whether this can be proven in a certain logical system, such as first-order Peano arithmetic. However, for every first-order proof system that is strong enough, there are Turing machines which are assumed to be total, but cannot be proven as such, unless the system is inconsistent."
0,8215,"  The Filesystem Hierarchy Standard (FHS) defines the directory structure of a UNIX system, with all files and directories appearing under the root directory /. Some directories only exist if certain subsystems, such as the X Window System, are installed."
0,8216,"  Four-tensors have several important properties, including their transformation behavior under Lorentz transformations and their use in describing physical quantities in a four-dimensional spacetime."
0,8217,"  PhF is a colorless liquid with a melting point of -44°C and a boiling point similar to benzene. It is a polar solvent with a dielectric constant of 5.42, making it useful for highly reactive species."
0,8218," Preclinical studies demonstrated lestaurtinib's potency as a JAK2 inhibitor, with an IC50 of 2-3 nM. In vivo trials showed a 50-70% reduction in tumor burden for xenografted pancreatic and prostate cancers. However, subsequent clinical trials for pancreatic and prostate cancers did not achieve the endpoints specified."
0,8219,"  The tropylium cation reacts with nucleophiles to form substituted cycloheptatrienes, and can also undergo reduction by lithium aluminum hydride to form cycloheptatriene. Additionally, it can react with cyclopentadienide salts to form 7-cyclopentadienylcyclohepta-1,3,5-triene, and with oxidizing agents to undergo rearrangement into benzaldehyde."
0,8220," The concept of Neofunctionalization was first proposed by Muller in 1936 and later developed by Ohno in 1970. Ohno suggested that Neofunctionalization was the only evolutionary mechanism that gave rise to new gene functions in a population. Today, subfunctionalization is a widely accepted alternative fixation process for gene duplicates in the population."
0,8221," IPT involves injecting a dose of insulin into a vein, followed by a lower dose of a chemotherapy drug, and then sugar water to stop hypoglycemia, but its efficacy has not been proven."
0,8222,"  An exothermic process is a type of chemical reaction that releases energy from the system to its surroundings, typically in the form of heat, light, electricity, or sound. This process is the opposite of an endothermic process, which absorbs energy."
0,8223,"  TEPP is highly toxic to warm-blooded animals, causing respiratory failure and cardiac arrest. It is also toxic to cold-blooded animals, leading to depression in erythrocytes and reduction of white blood cells."
0,8224,"  Succinic acid is a chemical with an annual demand of around 15,000 tons, primarily used as a basis for various chemical and pharmaceutical industries. It is conventionally produced based on butadiene and n-butane with maleic anhydride as an intermediate, but its biotechnological production is also of interest."
0,8225,"  Tiger is based on the Merkle-Damgard construction, with a one-way compression function that operates on 64-bit words. It uses a combination of operations, including XOR, addition/subtraction, rotates, and S-box lookups, and has a key scheduling algorithm for deriving round keys."
0,8226,"  Dyskaryosis is an abnormal cytologic change characterized by hyperchromatic nuclei and/or irregular nuclear chromatin, which may be a precursor to the development of a malignant neoplasm. It is often used synonymously with dysplasia."
0,8227,"  H2AX is a key player in the DNA damage response, and its modification is essential for the recruitment of proteins necessary for DNA repair. The phosphorylated form of H2AX, γH2AX, is a sensitive target for detecting DNA damage, and its formation is essential for the proper formation of ionizing radiation-induced foci."
0,8228,"  In practice, a lower SINAD value (more noise) can still result in intelligible speech, but it may be tiresome to listen to a voice in that much noise, highlighting the importance of SINAD in evaluating the quality of a signal."
0,8229,"  Secukinumab is a recombinant fully human IgG1/kappa monoclonal antibody that is mostly eliminated by being taken up into cells via endocytosis and being broken down inside them, and is manufactured using Chinese hamster ovary cells."
0,8230," FPR1 is widely expressed by various cell types, including circulating blood neutrophils, eosinophils, basophils, monocytes, and platelets; tissue-bound macrophages, fibroblasts, and immature dendritic cells; vascular endothelial and smooth muscle cells; and various types of epithelial cells."
0,8231,"  The Morgan Keenan System is a classification system for stars, with letters O, B, A, F, G, K, and M representing different types of stars. The system was developed in the early 20th century and has been used to classify most stars."
0,8232,"  Generalized blockmodeling is an approach that deals with valued networks, allowing for the study of relational data with non-binary values. This method is used to overcome the limitations of traditional binary blockmodeling."
0,8233,"  Secukinumab is indicated for the treatment of moderate to severe plaque psoriasis, active psoriatic arthritis, active ankylosing spondylitis, and active non-radiographic axial spondyloarthritis with objective signs of inflammation."
0,8234," The onion test is closely related to the C-value paradox, which questions the relationship between genome size and organismal physiology. While some argue that the onion test is only valid if one can justify the assumption that genome size has no bearing on physiology, others see it as a thought experiment to test hypotheses about non-coding DNA."
0,8235,"  Eclogites typically form from high to ultrahigh pressure metamorphism of mafic rock at low thermal gradients, resulting from subduction to the lower crust to upper mantle depths in a subduction zone."
0,8236,"  A sender uses a MAC algorithm to produce a MAC data tag, which is then sent to the receiver along with the message. The receiver compares the received MAC tag with the generated one to ensure data integrity and authenticity."
0,8237,"  Caro's acid and its salts have various industrial applications, including disinfectant and cleaning uses, delignification of wood, and as radical initiators for polymerization. It is also used as an oxidizing agent and in the plastics industry."
0,8238,"  Trihydridosilanides have been investigated as hydrogen storage materials. Potassium silanide can reversibly gain or lose hydrogen over several hours at 373K, but this process may be limited by unwanted reactions."
0,8239,"  The posterior grey column is the primary relay point for haptic and nociceptive messages, and is involved in the processing of sensory and affective nociceptive signals. Afferent neurons carry sensory information to the dorsal horn, where it is processed and relayed to the thalamus and cerebral cortex."
0,8240,"  Hoag's Object is not the only galaxy with a bright detached ring of stars. Other galaxies, known as Hoag-type galaxies, share similar characteristics, but their centers are elongated or barred and they may exhibit spiral structure."
0,8241,"  Nervonic acid has been identified as a biomarker for neurodevelopmental disorders, including schizophrenia and neurodevelopmental disorders in male babies born to mothers with preeclampsia. Its levels can predict the risk of developing these disorders."
0,8242,"  Besides Chicxulub crater, another example of a peak ring crater is West Clearwater Lake in Canada, which demonstrates the unique characteristics of these complex craters."
0,8243,  The GCDH gene is located on chromosome 19 and has an exon count of 15. It is mapped onto 19p13.2 and is composed of a single exon.
0,8244," The Bombieri-Lang conjecture predicts that for varieties of general type over a number field, the set of rational points is not Zariski dense in the variety. This conjecture has important implications for the study of algebraic varieties and the existence of rational points."
0,8245,"  Thiobenzophenone is more reactive than benzophenone due to the weakness of the C=S bond. While benzophenone is relatively stable, thiobenzophenone photoxidizes in air to form benzophenone and sulfur."
0,8246,"Several research groups and companies are actively developing miniature mass spectrometers for various applications, including homeland security, environmental monitoring, and pharmaceutical process chemistry. These instruments are designed to be portable, handheld, and energy-efficient, making them ideal for use in the field."
0,8247,"  The (2R,3R)-stereoisomer of 2,3-butanediol is produced by microorganisms and found naturally in various sources, including cocoa butter, corn, and rotten mussels. It is used in gas chromatography and has been proposed as a rocket fuel."
0,8248,"  The protein isoform of TMEM171 is 324 amino acids in length and has an acidic overall charge. It has a conserved domain, pfam15471, with 4 transmembrane domains, 2 non-cytosolic domains, and 3 cytosolic domains. It also undergoes various post-translational modifications, including methionine cleavage, N-terminal acetylation, and phosphorylation."
0,8249,"  Half-grabens may evolve over time, with the rift valley expanding and the rift flanks lifting up due to isostatic compensation of the lithosphere. This creates an asymmetric topographic profile, with the half-grabens having alternating polarities along the rift axis."
0,8250,"  Tetrytol is used in military applications, such as burster tubes for chemical weapons, blocks of demolition explosives, and cast shaped charges. Its applications are mainly related to military purposes."
0,8251,"  PEAPv0 and PEAPv1 are two sub-types of PEAP. PEAPv0 supports inner EAP methods EAP-MSCHAPv2 and EAP-SIM, while PEAPv1 supports inner EAP methods EAP-GTC and EAP-SIM. PEAPv0 is widely supported, while PEAPv1 has limited adoption."
0,8252,"  SERCA is a calcium ATPase that transports calcium from the cytosol into the sarcoplasmic reticulum, using energy from ATP hydrolysis during muscle relaxation. It has three major domains on its cytoplasmic face, which form the catalytic site and are involved in the transmission of conformational changes."
0,8253,"  Holocarboxylase synthetase may also play a role in regulating gene activity by attaching biotin molecules to histones, which can change the shape of histones and determine whether certain genes are turned on or off."
0,8254," Mechlorethamine is a powerful vesicant that can cause severe burns and damage to the skin, eyes, and respiratory tract. It is classified as a Schedule 1 substance under the Chemical Weapons Convention and is heavily restricted due to its potential use as a chemical warfare agent."
0,8255,"  The first hyperthermophiles were isolated from hot springs in Yellowstone National Park in 1965. Since then, over 70 species have been established, with some living on the superheated walls of deep-sea hydrothermal vents."
0,8256,"  Sets of normative values for age of acquisition have been developed for large sets of words, providing a valuable tool for researchers in psycholinguistics."
0,8257,"  The RYB color terminology was first outlined in the 1835 book Chromatography by George Field, a chemist who specialized in pigments and dyes. The book analyzed the RYB color wheel and provided a framework for understanding color terminology."
0,8258,"  Glyceraldehyde 3-phosphate is an intermediate in both glycolysis and gluconeogenesis. It is formed from fructose-1,6-bisphosphate and converted to 1,3-bisphospho-D-glycerate in glycolysis. In gluconeogenesis, it is formed from 1,3-bisphosphoglycerate and converted to fructose-1,6-bisphosphate."
0,8259,"  EGS-zs8-1 was born 670 million years after the Big Bang, during the period of reionization, when hydrogen outside the galaxies was switching from a neutral to ionized state, and its age places it in this reionization phase."
0,8260,"  SH2 domains typically bind to phosphorylated tyrosine residues in the context of a longer peptide motif within a target protein. Phosphorylation of tyrosine residues occurs during signal transduction and is carried out by tyrosine kinases, acting as a switch to trigger binding to an SH2 domain-containing protein."
0,8261,"  The order Rhabditida includes free-living, zooparasitic, and phytoparasitic nematodes that live in soil. It is divided into several families, including Rhabditina, Bunonematomorpha, and Diplogasteromorpha."
0,8262,"  The HI imaging of NGC 3631 shows the spiral arms distinguished well, with atomic hydrogen detected in most interarm regions, featuring streaming motions near the spiral arms and two anticyclonic and four cyclonic vortices."
0,8263,  The DASS family of proteins is divided into two groups with distinct anion specificities: Na+-sulfate (NaS) and Na+-carboxylate (NaC) cotransporters. These proteins are found in a variety of tissues and have a substrate preference for divalent anions.
0,8264,"  GDC is used as an electrolyte in solid oxide fuel cells (SOFCs) due to its high ionic conductivity and low operating temperatures. However, its use is limited by its tendency to reduce at high temperatures when exposed to hydrogen or carbon monoxide."
0,8265,  Slip joints are commonly used in large structures to allow independent motion of components while enabling them to be joined in some way. This is especially suitable in civil engineering where the two structures may respond differently to ground motion.
0,8266," HLA-DQ4 combines with α-chains, encoded by genetically linked HLA-DQA1 alleles, to form cis-haplotype isoforms, including DQ4.3 and DQ4.4. These isoforms are also encoded by the DQA1 and DQA1 genes, respectively."
0,8267,"  NHN is relatively safe to handle due to its low sensitivity to friction, with a value of 16.0 N compared to 0.1 N for lead azide. This makes it less hazardous than other traditional explosives."
0,8268,"Mercury poisoning can cause a range of symptoms, including muscle weakness, poor coordination, numbness, skin rashes, anxiety, memory problems, and trouble speaking, hearing, or seeing. Treatment typically involves removing the source of the mercury and using chelation therapy to remove the metal from the body. In severe cases, hospitalization may be necessary."
0,8269,"  The Extended Display Identification Data (EDID) is a companion standard to the DDC standard, which defines a compact binary file format describing the monitor's capabilities and supported graphics modes. The EDID format uses a description block containing 128 bytes of data, with optional extension blocks to provide additional information. The Enhanced EDID (E-EDID) standard is the most recent version of the EDID format."
0,8270,"  The Flesch Reading-Ease test measures how easy a passage is to read. Higher scores indicate easier reading, while lower scores indicate more difficult reading. The test uses a formula to calculate the score, which can be interpreted using a table."
0,8271,"  Butyrylcholinesterase is a biological scavenger that binds nerve agent in the bloodstream, providing complete stoichiometric protection against organophosphate nerve agents. It is currently the only therapeutic agent effective in providing this protection."
0,8272," There are several notable billiards and billiard classes, including Hadamard's billiards, Artin's billiard, dispersing and semi-dispersing billiards, Lorentz gas, and magnetic billiards. These billiards have been studied extensively and have shown various chaotic properties, such as ergodicity and mixing."
0,8273,"  The 6-orthoplex can be truncated in five different ways, resulting in various polytopes with distinct vertex locations."
0,8274," Stop codons are nucleotide triplets in messenger RNA that signal the termination of protein synthesis. There are three standard stop codons (UAA, UAG, and UGA) and alternative stop codons found in some organisms. Stop codons play a crucial role in the translation process, ensuring that proteins are not abnormally shortened."
0,8275,  Measurement of TPMT activity is recommended prior to commencing treatment with thiopurine drugs to identify patients at risk of drug-induced bone marrow toxicity due to accumulation of unmetabolized drug.
0,8276,"  Romanowsky staining, also known as Romanowsky-Giemsa staining, is a prototypical staining technique used in hematology and cytopathology to differentiate cells for microscopic examination in pathological specimens, especially blood and bone marrow films."
0,8277,"  Gloom is often used in art to convey themes of melancholy, poverty, or despair. The term ""gloomth"" was coined by Horace Walpole to describe the ambiance of ancient buildings, and characters like Eeyore and Old Man Gloom exemplify a gloomy outlook."
0,8278,"  Adie syndrome is characterized by a tonically dilated pupil that reacts slowly to light but shows a more definite response to accommodation. The syndrome is diagnosed through clinical exam, which may reveal sectoral paresis of the iris sphincter or vermiform iris movements. Testing with low-dose pilocarpine may also be used to confirm the diagnosis."
0,8279,"  Link protection is crucial in high-speed networks to prevent failures and ensure survivability. Protection can be performed at various layers, including physical, Layer 2, and Layer 3. Techniques like path protection and link protection safeguard networks from different types of failures."
0,8280," Hydraulic rams can achieve energy efficiencies of up to 80%, although the actual efficiency depends on various factors, including the design of the drive and delivery pipes. The design of these pipes is critical, as it affects the water hammer effect and the overall efficiency of the device. Proper design and installation of the pipes can ensure reliable operation and optimal performance."
0,8281," As of February 2020, 29 Neptune trojans are known, of which 24 orbit near the Sun–Neptune Lagrangian point 60° ahead of Neptune, four orbit near Neptune's region 60° behind Neptune, and one orbits on the opposite side of Neptune. The IAU adopted a new naming scheme for Neptune trojans in 2015, which are to be named after Amazons, with no differentiation between objects in L4 and L5."
0,8282,"  The Athlon Neo and Neo X2 processors are low-power variants of the Athlon 64 processor, designed for mobile devices and offering advanced processing capabilities and power-saving features."
0,8283,"  The ZPU has several advantages, including its small size, low power consumption, and open-source nature. It is designed to handle miscellaneous tasks, such as user interfaces, and can be used in projects that require small code and wide selection of code, compilers, and debugging tools."
0,8284,"  Attribute-based encryption and role-based encryption are related concepts, but they are not interchangeable. Role-based encryption refers exclusively to access keys with roles that can be validated against an authoritative store of roles, whereas attribute-based encryption can express more complex access control policies."
0,8285,"  Synthetic corundum was first produced in 1837 by reacting alumina with chromium to create rubies. Since then, various methods have been developed to produce synthetic corundum, including the Verneuil process, which allows for the production of large, flawless single-crystal gems."
0,8286,"  Acyloxyacyl hydrolase (AOAH) is a lipase that specifically breaks down the secondary fatty acyl chains of bacterial lipopolysaccharides (LPS), rendering them non-stimulatory and inhibiting LPS sensing."
0,8287," A potential energy surface (PES) is a conceptual tool used to analyze molecular geometry and chemical reaction dynamics. It describes the energy of a system as a function of certain parameters, such as the positions of atoms. The surface can be used to study properties of structures composed of atoms, like finding the minimum energy shape of a molecule or computing the rates of a chemical reaction."
0,8288,"  According to STOPS, when an individual tries to solve a problem, their communicative activeness increases in three domains: information acquisition, selection, and transmission. This includes active and passive behaviors such as information seeking, forefending, permitting, forwarding, and sharing."
0,8289,"  A supernova remnant is the structure formed by the explosion of a star, consisting of ejected material and interstellar material swept up and shocked along the way. It is bounded by an expanding shock wave, which heats the surrounding plasma to millions of Kelvin."
0,8290,"  VaTxs are found in the venom of the tarantula Psalmopoeus cambridgei, a tarantula from Trinidad. The venom of this tarantula is used to paralyze its prey, and VaTxs are one of the compounds responsible for this paralyzing effect."
0,8291," Catechin is a flavan-3-ol with a unique chemical structure consisting of two benzene rings and a dihydropyran heterocycle. It has two chiral centers and four diastereoisomers, with (+)-catechin being the most common isomer."
0,8292,"  Biopolymers are naturally occurring polymers, including proteins, polynucleic acids, and carbohydrates, which are formed from monomers such as amino acids, nucleotides, and monosaccharides."
0,8293,"  The NELF complex is composed of four subunits: NELF-A, NELF-B, NELF-C/NELF-D, and NELF-E. Each subunit has a specific function and interacts with other proteins to regulate transcription."
0,8294,"  There has been much research on Hamiltonicity of cubic graphs. P.G. Tait conjectured that every cubic polyhedral graph has a Hamiltonian circuit. W. T. Tutte provided a counter-example to Tait's conjecture. Cubic graphs arise naturally in topology in several ways, including as the graphs of simple polyhedra in three dimensions."
